,index,from_npi,to_npi,patient_count,transaction_count,average_day_wait,std_day_wait,from_zip,from_npi_specialty,from_entity_type_code,to_zip,to_npi_specialty,to_entity_type_code,to_facility,to_facility_group,to_facility_name_normalised
1494,29556774,1558355941,1982650024,44,57,36.193,40.201,37066,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1495,29556775,1558345256,1982650024,52,55,22.582,40.285,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1496,29556776,1578677274,1982650024,30,60,28.183,46.726,37205,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1497,29556778,1548259864,1982650024,346,613,26.116,45.983,37076,Orthopaedic Surgery,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1498,29556780,1548251705,1982650024,71,99,39.687,49.398,37232,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1499,29556781,1578510418,1982650024,203,213,6.939,26.168,37203,Anesthesiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1500,29556783,1578610457,1982650024,134,164,31.573,59.844,37203,Neurological Surgery,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1501,29900341,1174664296,1982650024,110,165,22.4,48.147,37076,Orthopaedic Surgery,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1502,29900344,1144288747,1982650024,193,227,26.643,47.13,37087,Pediatrics,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1503,29900345,1144283896,1982650024,483,496,11.655,33.672,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1504,29900348,1144582081,1982650024,45,51,31.843,68.99,37076,Obstetrics & Gynecology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1505,29900349,1144664376,1982650024,562,792,1.706,11.348,37076,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1506,29900350,1154365518,1982650024,539,575,0.685,2.179,37172,Emergency Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1507,31320705,1205825866,1982650024,47,84,13.69,27.878,37076,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1508,31320708,1205978012,1982650024,118,145,42.497,57.481,37076,Physical Medicine & Rehabilitation,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1509,31320711,1194967380,1982650024,85,120,37.45,49.123,37075,Nurse Practitioner,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1510,31320712,1215971858,1982650024,279,294,0.905,3.702,37207,Physician Assistant,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1511,31320713,1215995972,1982650024,109,131,45.321,59.175,37087,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1512,31320714,1215158175,1982650024,297,490,35.763,56.182,37076,Orthopaedic Surgery,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1513,31320715,1215918321,1982650024,204,274,48.814,54.708,37076,,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1514,31320717,1215923875,1982650024,110,132,23.803,61.875,37076,Obstetrics & Gynecology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1515,31320718,1225079007,1982650024,126,141,28.936,48.917,37087,Specialist,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1516,31320719,1225060791,1982650024,643,934,24.136,46.303,37076,Specialist,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1517,31320720,1225070337,1982650024,139,159,27.239,55.711,37090,Nurse Practitioner,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1518,31320721,1184619124,1982650024,50,59,45.983,53.277,37030,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1519,31320724,1184949752,1982650024,202,239,10.1,36.009,37208,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1520,915674,1043300288,1629025648,572,669,10.253,26.649,37232,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1521,915675,1043296262,1629025648,298,303,1.835,3.868,37205,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1522,915676,1043232879,1629025648,1888,2093,10.549,31.292,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1523,915677,1043206386,1629025648,89,89,16.292,48.718,37203,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1524,915678,1033391008,1629025648,90,90,34.556,63.702,37203,Pathology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1525,915680,1013273044,1629025648,487,509,5.601,12.369,37205,Hospitalist,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1526,915682,1013233865,1629025648,105,106,11.764,36.009,37203,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1527,915683,1013184340,1629025648,1781,1911,1.932,17.015,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1528,915684,1013908730,1629025648,462,560,15.005,41.565,37203,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1529,915685,1013905322,1629025648,323,347,4.467,4.542,37205,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1530,915687,1003905969,1629025648,177,412,3.252,17.917,37205,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1531,915688,1013042910,1629025648,377,384,2.133,8.322,37205,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1532,915689,1003862566,1629025648,1110,1166,31.643,58.295,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1533,915691,1003168287,1629025648,277,279,2.81,5.121,37205,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1534,915693,1023205531,1629025648,247,378,23.78,42.945,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1535,915696,1033227764,1629025648,259,263,3.411,5.19,37205,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1536,915697,1033144647,1629025648,54,58,19.052,41.087,37205,Ophthalmology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1537,915699,1013957976,1629025648,207,300,26.947,48.211,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1538,915700,1023000999,1629025648,201,234,12.897,26.635,37211,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1539,915701,1023004041,1629025648,341,352,7.182,13.083,37205,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1540,915703,1023046554,1629025648,73,91,36.044,47.932,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1541,915704,1023065232,1629025648,175,294,30.514,46.171,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1542,1910797,1285920108,1629025648,253,397,28.202,46.993,37205,Podiatrist,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1543,1910801,1285797811,1629025648,145,357,1.378,6.056,37205,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1544,1910804,1285676247,1629025648,389,463,2.069,13.649,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1545,1910805,1285676080,1629025648,59,81,34.457,43.602,37203,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1546,1910808,1285627398,1629025648,823,1087,17.325,36.912,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1547,1910809,1285625814,1629025648,57,60,46.983,69.842,37203,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1548,1910810,1285625731,1629025648,66,88,31.898,47.489,37203,Family Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1549,1910814,1285054015,1629025648,213,220,3.691,4.634,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1550,1910815,1285604454,1629025648,172,265,15.275,40.689,37203,Neurological Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1551,1910816,1275524936,1629025648,82,90,29.3,59.904,37203,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1552,1910818,1265875553,1629025648,132,159,2.799,5.204,37232,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1553,1910819,1265987374,1629025648,146,151,3.272,6.358,37203,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1554,1910820,1275680134,1629025648,404,445,1.816,11.33,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1555,1910821,1275674590,1629025648,268,399,8.098,36.125,37205,,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1556,1910825,1275597262,1629025648,41,59,38.712,40.862,37215,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1557,1910826,1275594053,1629025648,49,50,42.08,47.004,37207,Emergency Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1558,1910827,1275577728,1629025648,72,72,31.139,62.899,37203,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1559,1910829,1316029226,1629025648,465,713,9.979,26.593,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1560,1910832,1306891262,1629025648,784,1419,3.331,18.194,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1561,1910834,1306925508,1629025648,53,68,24.103,45.931,37067,Orthopaedic Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1562,1910836,1306862669,1629025648,47,66,42.606,58.642,37203,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1563,1910837,1306113345,1629025648,60,60,5.25,30.159,37232,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1564,1910838,1306037775,1629025648,87,140,25.0,28.918,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1565,1910839,1295937696,1629025648,132,134,2.858,4.703,37203,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1566,3315849,1336189521,1629025648,2401,2698,9.172,30.676,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1567,3315850,1336188457,1629025648,654,678,24.907,50.624,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1568,3315853,1346241130,1629025648,70,82,24.146,44.791,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1569,3315855,1336465699,1629025648,159,175,4.04,14.756,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1570,3315856,1316935604,1629025648,484,531,4.825,12.049,37205,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1571,3315857,1316933955,1629025648,104,124,28.25,44.427,37203,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1572,3315858,1316236086,1629025648,442,450,3.644,13.492,37203,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1573,3315861,1316142573,1629025648,143,194,3.433,18.582,37205,Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1574,3315862,1326083601,1629025648,50,51,5.706,7.018,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1575,3315863,1326093345,1629025648,389,402,25.229,55.661,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1576,3315864,1326086653,1629025648,1685,1898,7.825,28.734,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1577,3315866,1326022039,1629025648,115,139,17.18,45.418,37205,Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1578,3315867,1326036625,1629025648,436,466,4.809,5.966,37205,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1579,3315868,1326018946,1629025648,187,266,23.0,53.165,37203,Neurological Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1580,3315869,1316980352,1629025648,303,327,0.939,3.626,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1581,3315870,1316987654,1629025648,117,165,21.673,45.627,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1582,3315871,1316985120,1629025648,1224,1521,5.361,22.718,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1583,3315872,1356389597,1629025648,729,754,22.874,52.787,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1584,3315874,1356395990,1629025648,347,438,24.486,51.753,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1585,3315877,1356332068,1629025648,118,180,25.194,43.412,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1586,3315878,1346345881,1629025648,115,130,31.7,64.126,37205,Specialist,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1587,3315881,1346669777,1629025648,163,214,1.575,7.774,37232,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1588,3804022,1447421359,1629025648,53,57,5.684,7.003,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1589,3804024,1447440177,1629025648,392,454,2.976,19.127,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1590,3804025,1487916318,1629025648,80,80,1.075,2.428,37203,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1591,3804026,1487920138,1629025648,121,122,10.352,32.748,37203,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1592,3804028,1457465668,1629025648,483,554,9.159,29.499,37090,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1593,3804031,1457317257,1629025648,104,115,47.678,76.551,37129,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1594,3804032,1457306565,1629025648,210,217,47.53,70.308,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1595,3804034,1447522479,1629025648,85,96,49.51,65.187,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1596,3804039,1477916344,1629025648,159,162,3.858,9.066,37203,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1597,3804041,1487076030,1629025648,403,420,2.255,5.495,37205,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1598,3804043,1487672291,1629025648,47,56,30.714,56.269,37067,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1599,3804046,1487632857,1629025648,981,1083,2.519,8.547,37205,Emergency Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1600,3804047,1467711770,1629025648,150,150,9.973,32.035,37203,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1601,3804048,1467704643,1629025648,470,532,4.744,12.964,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1602,3804050,1477505261,1629025648,147,149,2.409,4.241,37203,"Nurse Anesthetist, Certified Registered",1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1603,3804052,1467859132,1629025648,241,272,2.732,5.949,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1604,3804053,1477549491,1629025648,296,299,9.692,27.564,37205,Anesthesiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1605,3804055,1457753162,1629025648,50,64,23.031,24.226,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1606,3804056,1457628265,1629025648,302,320,3.816,4.384,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1607,3804061,1467563965,1629025648,202,292,8.103,29.873,37205,Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1608,5232934,1508892688,1629025648,184,208,6.798,25.73,37203,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1609,5232935,1508890286,1629025648,265,416,22.288,42.404,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1610,5232936,1508863929,1629025648,26,50,17.3,37.978,37203,Psychiatry & Neurology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1611,5232937,1508139593,1629025648,158,169,5.911,6.632,37205,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1612,5232940,1508805862,1629025648,203,348,18.471,48.002,37203,Ophthalmology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1613,5232941,1508804337,1629025648,819,866,29.8,58.721,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1614,5232944,1497739817,1629025648,35,56,7.857,24.656,37203,Surgery,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1615,5232945,1497793731,1629025648,829,1197,19.213,40.025,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1616,5232950,1528361490,1629025648,51,54,16.315,29.757,37067,Nurse Practitioner,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1617,5232951,1528487113,1629025648,194,197,3.954,8.941,37205,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1618,5232953,1538103692,1629025648,84,107,39.178,53.0,37203,Internal Medicine,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1619,5232954,1538132188,1629025648,51,70,43.886,62.169,37205,Psychiatry & Neurology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1620,5232955,1538109103,1629025648,688,716,26.867,52.268,37072,Radiology,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1621,5232956,1538110317,1629025648,689,752,2.094,5.621,37205,Specialist,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
1622,5232957,1538112602,1629025648,834,901,1.855,3.777,37205,Specialist,1.0,37205,General Acute Care Hospital,2.0,SAINT THOMAS WEST HOSPITAL,Ascension Saint Thomas,Saint Thomas West Hospital
