,index,from_npi,to_npi,patient_count,transaction_count,average_day_wait,std_day_wait,from_zip,from_npi_specialty,from_entity_type_code,to_zip,to_npi_specialty,to_entity_type_code,to_facility,to_facility_group,to_facility_name_normalised
1013,18803762,1588684104,1295780476,68,92,38.402,53.939,37188,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1014,18803763,1588655377,1295780476,274,482,20.469,35.556,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1015,18803764,1629094438,1295780476,50,73,31.822,43.926,37075,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1016,20209418,1659331924,1295780476,439,854,19.946,36.511,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1017,20209425,1669433090,1295780476,68,100,36.5,48.205,37027,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1018,20209429,1669606992,1295780476,286,294,22.503,51.96,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1019,20209432,1639226582,1295780476,97,98,41.663,58.645,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1020,20209435,1639116379,1295780476,243,410,8.844,28.42,37207,Thoracic Surgery (Cardiothoracic Vascular Surgery),1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1021,20209436,1639113509,1295780476,464,477,19.811,47.017,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1022,20737679,1770538738,1295780476,224,445,21.881,37.541,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1023,20737682,1780628776,1295780476,683,725,2.786,15.351,37207,Emergency Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1024,20737683,1780629915,1295780476,89,107,5.832,29.173,37207,Legal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1025,20737685,1780996546,1295780476,405,531,7.405,23.468,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1026,20737686,1790163061,1295780476,67,104,28.827,34.536,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1027,20737688,1790237709,1295780476,37,68,35.279,39.346,37129,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1028,20737689,1790762219,1295780476,149,151,35.914,59.641,37076,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1029,20737691,1790730448,1295780476,365,373,21.41,52.161,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1030,20737692,1760484760,1295780476,423,528,8.354,23.724,37207,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1031,20737696,1750673083,1295780476,97,99,11.01,25.382,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1032,22145415,1801894142,1295780476,732,1025,8.662,30.156,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1033,22145417,1801866199,1295780476,92,127,36.386,53.526,37072,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1034,22145419,1811104003,1295780476,163,201,19.025,41.764,37172,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1035,22145420,1811325012,1295780476,115,119,2.941,4.594,37203,"Nurse Anesthetist, Certified Registered",1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1036,22145421,1841278777,1295780476,51,69,46.29,64.581,37207,Urology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1037,22145422,1841266582,1295780476,172,376,15.995,28.204,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1038,22145429,1821060526,1295780476,766,810,12.97,36.2,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1039,23511440,1699737056,1295780476,114,188,21.016,35.654,37072,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1040,23511441,1699752493,1295780476,728,760,9.478,30.8,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1041,23511443,1699767764,1295780476,147,241,28.477,50.639,37207,Orthopaedic Surgery,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1042,23511445,1689974420,1295780476,282,298,46.107,63.403,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1043,23511446,1689960957,1295780476,55,56,3.821,3.548,37207,Physician Assistant,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1044,23511447,1699710426,1295780476,44,59,37.39,46.683,37207,Physical Medicine & Rehabilitation,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1045,23511450,1689656910,1295780476,73,74,13.77,35.887,37203,Physician Assistant,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1046,23511452,1689671802,1295780476,49,73,45.863,57.415,37072,Specialist,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1047,23511454,1679580294,1295780476,222,298,11.245,36.479,37207,Surgery,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1048,23511455,1689617433,1295780476,792,852,13.529,41.109,37076,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1049,23511457,1689616294,1295780476,572,612,20.748,48.464,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1050,23511459,1679931927,1295780476,113,116,4.129,16.209,37203,"Nurse Anesthetist, Certified Registered",1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1051,23511460,1679909766,1295780476,51,62,3.952,6.592,37205,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1052,23511461,1669770459,1295780476,113,115,2.8,4.333,37203,"Nurse Anesthetist, Certified Registered",1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1053,23511462,1710097761,1295780476,216,256,9.328,26.967,37207,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1054,24333562,1265476790,1295780476,159,161,13.708,33.203,37207,Emergency Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1055,24333563,1265479844,1295780476,132,149,13.973,38.12,37203,Neurological Surgery,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1056,24333564,1265490833,1295780476,51,52,29.442,39.908,37076,Physician Assistant,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1057,24333567,1235308305,1295780476,420,510,4.71,15.79,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1058,24333570,1245215649,1295780476,621,666,12.674,35.169,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1059,24333571,1245225564,1295780476,34,55,22.909,39.121,37115,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1060,24333573,1245325422,1295780476,286,291,27.457,57.929,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1061,24333574,1245313741,1295780476,1605,2018,8.096,27.098,37232,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1062,24333575,1245368943,1295780476,264,388,13.021,32.403,37066,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1063,24333579,1255355277,1295780476,45,65,24.308,39.79,37075,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1064,24333580,1245630425,1295780476,61,84,32.262,48.466,37138,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1065,24333581,1255301800,1295780476,249,381,37.895,58.1,37075,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1066,24333582,1255318051,1295780476,331,336,23.589,61.028,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1067,25732149,1306159181,1295780476,77,108,29.917,35.173,37075,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1068,25732152,1295937696,1295780476,102,106,3.566,12.536,37203,Anesthesiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1069,25732153,1306993282,1295780476,695,735,15.317,41.232,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1070,25732154,1306969696,1295780476,69,96,34.208,53.631,37075,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1071,25732155,1275577728,1295780476,57,57,15.526,49.296,37203,Anesthesiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1072,25732156,1275660144,1295780476,112,153,18.686,36.137,37072,Clinical Neuropsychologist,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1073,25732158,1275531949,1295780476,72,74,11.757,33.097,37203,Anesthesiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1074,25732164,1285894394,1295780476,127,183,4.415,20.103,37203,Neurological Surgery,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1075,25732166,1275938110,1295780476,141,143,3.497,6.983,37203,"Nurse Anesthetist, Certified Registered",1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1076,25732167,1275871600,1295780476,112,113,3.372,5.497,37203,"Nurse Anesthetist, Certified Registered",1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1077,25732168,1285615278,1295780476,74,103,43.243,45.06,37115,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1078,26422246,1952386401,1295780476,178,220,27.318,59.199,37075,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1079,26422247,1952415499,1295780476,759,914,2.326,4.749,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1080,26422248,1942526231,1295780476,116,117,34.274,65.312,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1081,26422250,1942642152,1295780476,93,127,38.772,68.304,37066,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1082,26422251,1942660147,1295780476,233,310,11.777,35.258,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1083,26422257,1972658060,1295780476,1770,2295,5.535,21.033,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1084,26422258,1942284658,1295780476,324,334,25.79,55.597,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1085,26422260,1972591923,1295780476,325,353,3.244,8.627,37130,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1086,26422263,1972538486,1295780476,49,68,47.926,53.846,37211,Physical Medicine & Rehabilitation,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1087,26422265,1972549533,1295780476,313,316,42.551,68.785,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1088,26422266,1962636068,1295780476,373,380,41.897,68.944,37203,Radiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1089,27547912,1992950166,1295780476,268,302,20.791,51.88,37207,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1090,27547913,1992805220,1295780476,42,57,47.0,65.06,37075,Podiatrist,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1091,28608186,1568453207,1295780476,205,337,22.145,40.118,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1092,28608188,1568460640,1295780476,700,1096,9.713,26.362,37207,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1093,28608192,1558353185,1295780476,312,520,25.392,49.276,37207,Orthopaedic Surgery,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1094,28608197,1578615522,1295780476,69,98,41.541,45.426,37075,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1095,28608198,1578677274,1295780476,62,127,24.299,39.645,37205,Internal Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1096,28608201,1548202195,1295780476,55,63,14.19,28.926,37072,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1097,30346170,1205809027,1295780476,81,92,13.413,33.76,37072,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1098,30346175,1205923323,1295780476,151,197,10.782,28.747,37203,Neurological Surgery,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1099,30346177,1194841452,1295780476,58,72,49.458,55.272,37075,Urology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1100,30346178,1194794172,1295780476,127,154,5.916,25.748,37207,Psychiatry & Neurology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1101,30346179,1205002227,1295780476,48,77,49.104,68.898,37075,Physical Medicine & Rehabilitation,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1102,30346180,1194887570,1295780476,73,88,32.807,49.366,37203,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1103,30346182,1194127902,1295780476,56,85,38.141,59.237,37075,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1104,30346184,1184982209,1295780476,105,109,16.294,50.034,37203,Anesthesiology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1105,30346185,1184989154,1295780476,53,60,45.467,62.942,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1106,30346186,1194021352,1295780476,114,146,23.699,47.547,37207,Nurse Practitioner,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1107,30346187,1184697898,1295780476,121,178,39.236,53.694,37115,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1108,30346189,1184612921,1295780476,61,83,21.831,32.738,37075,Family Medicine,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1109,30346191,1225042740,1295780476,61,71,39.535,63.262,37115,Obstetrics & Gynecology,1.0,37207,General Acute Care Hospital,2.0,HTI MEMORIAL HOSPITAL CORPORATION,HCA,TriStar Skyline Medical Center HCA
1110,1451502,1043217854,1982650024,276,348,40.658,59.373,37076,Specialist,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1111,1451505,1043205008,1982650024,105,185,5.903,18.299,37087,General Practice,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1112,1451510,1003860982,1982650024,144,251,18.143,30.406,37076,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1113,1451511,1013178383,1982650024,53,114,19.474,47.075,37215,Nurse Practitioner,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1114,1451512,1003897380,1982650024,399,723,22.906,40.328,37076,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1115,1451515,1023094851,1982650024,448,474,43.705,64.047,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1116,1451517,1023004264,1982650024,155,161,2.87,10.144,37203,"Nurse Anesthetist, Certified Registered",1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1117,1451518,1013991850,1982650024,501,533,10.79,36.106,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1118,1451519,1023253549,1982650024,81,110,32.2,48.925,37214,Chiropractor,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1119,2406202,1306993282,1982650024,384,404,14.037,38.427,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1120,2406203,1275774051,1982650024,79,82,4.293,12.682,37232,Nurse Practitioner,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1121,2406204,1275528770,1982650024,85,109,31.0,42.917,37076,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1122,2406206,1295919041,1982650024,36,57,48.737,69.467,37066,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1123,2406208,1306844071,1982650024,159,166,13.988,37.592,37203,Anesthesiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1124,2406209,1306862669,1982650024,28,54,32.796,46.512,37203,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1125,2406210,1306819792,1982650024,86,136,25.272,42.181,37076,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1126,2406211,1306827605,1982650024,237,418,19.646,34.232,37076,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1127,2406212,1285936013,1982650024,95,131,44.031,62.027,37138,Nurse Practitioner,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1128,2406214,1295733962,1982650024,93,99,3.293,8.845,37203,Anesthesiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1129,4294691,1467459917,1982650024,152,153,19.418,52.459,37203,Anesthesiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1130,4294692,1467545541,1982650024,177,214,46.126,65.375,37087,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1131,4294694,1457671760,1982650024,403,424,11.448,34.441,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1132,4294695,1477595593,1982650024,136,267,17.607,32.313,37076,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1133,4294697,1477537173,1982650024,256,258,19.314,50.893,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1134,4294701,1487680237,1982650024,55,83,39.614,40.907,37064,Podiatrist,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1135,4294703,1487638185,1982650024,198,214,26.103,49.569,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1136,4294704,1487635777,1982650024,180,370,18.578,34.99,37076,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1137,4294706,1447419577,1982650024,50,70,36.9,56.095,37090,Orthopaedic Surgery,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1138,4294708,1487816948,1982650024,654,693,8.319,30.45,37203,Radiology,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1139,4294709,1457389967,1982650024,131,181,9.006,33.864,37076,Surgery,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1140,4294712,1457330649,1982650024,130,186,29.097,53.136,37122,Family Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
1141,5673484,1336147685,1982650024,54,70,32.043,47.177,37207,Internal Medicine,1.0,37076,General Acute Care Hospital,2.0,"HCA HEALTH SERVICES OF TENNESSEE, INC.",HCA,Summit Medical Center HCA
